Word Form,Is In Existing Lexicon,Locations found in texts
tefillin,False,Mishnah Berakhot 3:1;Mishnah Berakhot 3:3;Mishnah Megillah 1:8;Mishnah Megillah 1:8;Mishnah Shabbat 6:2;Mishnah Shabbat 8:3;Mishnah Shabbat 16:1;Mishnah Shabbat 16:1;Mishnah Moed Katan 3:4;Mishnah Moed Katan 3:4;Mishnah Nedarim 2:2;Mishnah Menachot 3:7;Mishnah Menachot 4:1;Mishnah Menachot 4:1;Mishnah Menachot 4:1;Mishnah Menachot 4:1;Mishnah Sanhedrin 11:3;Mishnah Sanhedrin 11:3;Mishnah Mikvaot 10:2;Mishnah Shevuot 3:8;Mishnah Shevuot 3:11;Mishnah Arakhin 6:3;Mishnah Arakhin 6:4
tekhelet,True,
tekia,False,Mishnah Tamid 7:3;Mishnah Tamid 7:3;Mishnah Tamid 7:3;Mishnah Tamid 7:3
tekiah,False,Mishnah Pesachim 5:5;Mishnah Pesachim 5:5;Mishnah Rosh Hashanah 4:9;Mishnah Rosh Hashanah 4:9;Mishnah Rosh Hashanah 4:9;Mishnah Rosh Hashanah 4:9;Mishnah Rosh Hashanah 4:9;Mishnah Rosh Hashanah 4:9
tekiya,False,Mishnah Tamid 7:3;Mishnah Tamid 7:3
tekiyah,False,Mishnah Sukkah 4:5;Mishnah Sukkah 4:5;Mishnah Sukkah 4:9;Mishnah Sukkah 4:9;Mishnah Sukkah 5:4;Mishnah Sukkah 5:4;Mishnah Sukkah 5:4;Mishnah Sukkah 5:4;Mishnah Sukkah 5:4;Mishnah Sukkah 5:4
temidim,True,
temurah,True,
terefah,True,
terefot,True,
tereifah,True,
tereifot,True,
teruah,False,Mishnah Pesachim 5:5;Mishnah Sukkah 4:5;Mishnah Sukkah 4:9;Mishnah Sukkah 5:4;Mishnah Sukkah 5:4;Mishnah Sukkah 5:4;Mishnah Rosh Hashanah 4:9;Mishnah Tamid 7:3;Mishnah Tamid 7:3;Mishnah Tamid 7:3
teruma,True,
terumah,True,
terumah terumat maaser terumat maaser,False,Mishnah Bava Metzia 4:8
terumat halishkah,True,
terumat maaser,False,Mishnah Demai 2:4;Mishnah Shabbat 18:1;Mishnah Shabbat 18:1;Mishnah Demai 4:1;Mishnah Demai 4:4;Mishnah Demai 5:1;Mishnah Demai 5:1;Mishnah Demai 5:2;Mishnah Demai 5:2;Mishnah Demai 5:3;Mishnah Demai 7:1;Mishnah Demai 7:2;Mishnah Demai 7:3;Mishnah Demai 7:5;Mishnah Tevul Yom 4:1;Mishnah Maaser Sheni 5:6;Mishnah Maaser Sheni 5:10;Mishnah Terumot 3:5;Mishnah Terumot 3:5;Mishnah Terumot 3:5;Mishnah Terumot 3:7;Mishnah Terumot 11:8;Mishnah Challah 3:9;Mishnah Bikkurim 2:5;Mishnah Meilah 4:3;Mishnah Meilah 4:3;Mishnah Terumot 4:5;Mishnah Terumot 4:5;Mishnah Terumot 5:1;Mishnah Orlah 2:1
terumot,True,
teruot,False,Mishnah Rosh Hashanah 4:9
tet,True,
tevalul,False,Mishnah Bekhorot 6:2;Mishnah Bekhorot 6:2
tevaria,False,Mishnah Shabbat 22:5
tevel,False,Mishnah Pesachim 2:5;Mishnah Shabbat 18:1;Mishnah Eruvin 3:2;Mishnah Eruvin 3:8;Mishnah Makhshirin 2:10;Mishnah Makhshirin 2:10;Mishnah Sanhedrin 8:2;Mishnah Tevul Yom 4:4;Mishnah Maaser Sheni 4:11
tevul yom,True,
tevulat yom,False,Mishnah Tevul Yom 4:2;Mishnah Tevul Yom 4:3
tfilah,False,Mishnah Mikvaot 10:4
tidrosh,False,Mishnah Bava Metzia 2:7
todah,False,Mishnah Nedarim 1:4;Mishnah Temurah 3:2;Mishnah Temurah 3:2;Mishnah Challah 1:6;Mishnah Meilah 4:2;Mishnah Zevachim 5:6;Mishnah Zevachim 10:2;Mishnah Zevachim 10:2
tofach,False,Mishnah Kilayim 1:1
torah,False,Mishnah Berakhot 1:2;Mishnah Berakhot 2:1;Mishnah Peah 1:1;Mishnah Peah 1:1
torah kohanim,False,Mishnah Menachot 4:3
traksin,False,Mishnah Middot 4:7
trefah,False,Mishnah Menachot 7:3
treifah,False,Mishnah Tahorot 1:1;Mishnah Makkot 3:2;Mishnah Eduyot 5:1;Mishnah Bekhorot 1:5;Mishnah Bekhorot 7:7
treifot,False,Mishnah Nedarim 2:1
trisit,False,Mishnah Shevuot 6:3
trovtor,False,Mishnah Kilayim 1:3
trumah,False,Mishnah Parah 5:1;Mishnah Parah 8:7;Mishnah Parah 8:7;Mishnah Parah 8:7;Mishnah Parah 9:8;Mishnah Parah 9:8;Mishnah Parah 9:8;Mishnah Parah 9:8;Mishnah Parah 9:9;Mishnah Parah 10:6;Mishnah Parah 10:6;Mishnah Parah 10:6;Mishnah Parah 10:6;Mishnah Parah 10:6;Mishnah Parah 11:2;Mishnah Parah 11:2;Mishnah Parah 11:2;Mishnah Parah 11:2;Mishnah Parah 11:2;Mishnah Parah 11:2;Mishnah Parah 11:2;Mishnah Parah 11:3;Mishnah Parah 11:4;Mishnah Parah 11:4;Mishnah Parah 11:4;Mishnah Parah 11:5;Mishnah Parah 11:7;Mishnah Parah 11:7
tsafachta,False,Mishnah Makhshirin 5:9
tsits,False,Mishnah Pesachim 7:7;Mishnah Pesachim 7:7;Mishnah Pesachim 7:7;Mishnah Tamid 7:2;Mishnah Tamid 7:2
tumah,False,Mishnah Meilah 4:5;Mishnah Meilah 4:5
tumat okhalin,False,Mishnah Challah 1:8
tumtum,False,Mishnah Bava Batra 9:2;Mishnah Bava Batra 9:2;Mishnah Bava Batra 9:2;Mishnah Bava Batra 9:2;Mishnah Bava Batra 9:2;Mishnah Bava Batra 9:2;Mishnah Bava Batra 9:2;Mishnah Bava Batra 9:2;Mishnah Yevamot 8:6;Mishnah Bikkurim 1:5;Mishnah Nazir 2:7;Mishnah Nazir 2:7;Mishnah Zavim 2:1
tvul yom,False,Mishnah Tevul Yom 2:1;Mishnah Tevul Yom 2:2;Mishnah Meilah 2:1;Mishnah Meilah 2:2;Mishnah Meilah 2:3;Mishnah Meilah 2:4;Mishnah Meilah 2:5;Mishnah Meilah 2:6;Mishnah Meilah 2:7;Mishnah Meilah 2:8;Mishnah Meilah 2:9
tzaftzefa,False,Mishnah Sukkah 3:3
tzaraat,False,Mishnah Tahorot 4:7;Mishnah Tahorot 4:12
tzimeia,False,Mishnah Bekhorot 7:4;Mishnah Bekhorot 7:4
tzimem,False,Mishnah Bekhorot 7:4;Mishnah Bekhorot 7:4
tzitz,False,Mishnah Yoma 7:5;Mishnah Zevachim 8:12;Mishnah Zevachim 8:12
tzitzit,False,Mishnah Moed Katan 3:4
tzurat hapetach,False,Mishnah Eruvin 1:1
ulam,False,Mishnah Yoma 3:8
umeiliz,False,Mishnah Kilayim 9:8
urim vetumim,False,Mishnah Shevuot 2:2
urim vtumim,False,Mishnah Yoma 7:5;Mishnah Yoma 7:5
vadai,False,Mishnah Maaser Sheni 4:8
vayomer,False,Mishnah Berakhot 2:2;Mishnah Berakhot 2:2;Mishnah Berakhot 2:2;Mishnah Berakhot 2:2;Mishnah Berakhot 2:2
vehayah im shamoa,False,Mishnah Berakhot 2:2;Mishnah Berakhot 2:2;Mishnah Berakhot 2:2;Mishnah Berakhot 2:2;Mishnah Berakhot 2:2
velad hatumah,False,Mishnah Meilah 4:5
vetein tal umatar livrakhah,False,Mishnah Berakhot 5:2
vicia ervilia,False,Mishnah Bekhorot 6:1
vlad hatumah,False,Mishnah Shekalim 8:4;Mishnah Shekalim 8:6;Mishnah Shekalim 8:6;Mishnah Shekalim 8:7;Mishnah Maaser Sheni 3:9;Mishnah Maaser Sheni 3:9
yadon,False,Mishnah Sanhedrin 10:3
yashan,True,
yavam,True,
yavams,False,Mishnah Yevamot 1:1;Mishnah Ketubot 8:7
yesod,False,Mishnah Middot 3:1
yevama,False,Mishnah Yevamot 2:1;Mishnah Yevamot 2:3;Mishnah Yevamot 3:5;Mishnah Yevamot 4:1;Mishnah Yevamot 4:2;Mishnah Yevamot 4:4;Mishnah Yevamot 4:7;Mishnah Yevamot 4:7;Mishnah Yevamot 4:7;Mishnah Yevamot 4:7;Mishnah Yevamot 4:8;Mishnah Yevamot 4:9;Mishnah Yevamot 4:10;Mishnah Yevamot 4:13;Mishnah Yevamot 5:1;Mishnah Yevamot 5:2;Mishnah Yevamot 5:3;Mishnah Yevamot 5:3;Mishnah Yevamot 5:4;Mishnah Yevamot 5:5;Mishnah Yevamot 10:6;Mishnah Yevamot 10:6;Mishnah Yevamot 10:6;Mishnah Yevamot 10:7;Mishnah Yevamot 10:8;Mishnah Yevamot 10:8;Mishnah Yevamot 10:9;Mishnah Yevamot 10:9;Mishnah Yevamot 10:9;Mishnah Yevamot 13:12;Mishnah Yevamot 13:12;Mishnah Yevamot 13:12;Mishnah Yevamot 15:4;Mishnah Yevamot 16:2;Mishnah Yevamot 6:1;Mishnah Yevamot 6:4;Mishnah Yevamot 8:5;Mishnah Yevamot 11:3;Mishnah Yevamot 11:4;Mishnah Yevamot 11:4;Mishnah Yevamot 11:4;Mishnah Yevamot 12:4;Mishnah Sotah 6:2
yevamah,False,Mishnah Kiddushin 1:1;Mishnah Yevamot 12:4;Mishnah Yevamot 12:4;Mishnah Yevamot 12:5;Mishnah Yevamot 12:6;Mishnah Niddah 5:5
yevamim,False,Mishnah Yevamot 3:9;Mishnah Yevamot 5:5;Mishnah Yevamot 14:3;Mishnah Yevamot 16:2;Mishnah Yevamot 16:2;Mishnah Yevamot 9:1;Mishnah Yevamot 9:1;Mishnah Yevamot 9:1;Mishnah Yevamot 9:1;Mishnah Yevamot 9:2;Mishnah Yevamot 9:2;Mishnah Yevamot 9:2
yevamot,False,Mishnah Yevamot 5:3;Mishnah Yevamot 5:5;Mishnah Yevamot 16:2
yibbum,False,Mishnah Moed Katan 1:7
yibum,False,Mishnah Yevamot 1:1;Mishnah Yevamot 1:1;Mishnah Yevamot 1:2;Mishnah Yevamot 1:2;Mishnah Yevamot 1:2;Mishnah Yevamot 1:4;Mishnah Yevamot 2:1;Mishnah Yevamot 2:1;Mishnah Yevamot 2:1;Mishnah Yevamot 2:2;Mishnah Yevamot 2:2;Mishnah Yevamot 2:2;Mishnah Yevamot 2:3;Mishnah Yevamot 2:3;Mishnah Yevamot 2:3;Mishnah Yevamot 2:5;Mishnah Yevamot 2:5;Mishnah Yevamot 2:6;Mishnah Yevamot 2:7;Mishnah Yevamot 2:7;Mishnah Yevamot 2:7;Mishnah Yevamot 2:7;Mishnah Yevamot 2:7;Mishnah Yevamot 2:8;Mishnah Yevamot 3:1;Mishnah Yevamot 3:2;Mishnah Yevamot 3:3;Mishnah Yevamot 3:4;Mishnah Yevamot 3:4;Mishnah Yevamot 3:6;Mishnah Yevamot 3:6;Mishnah Yevamot 3:8;Mishnah Yevamot 3:9;Mishnah Yevamot 3:9;Mishnah Yevamot 4:5;Mishnah Yevamot 4:5;Mishnah Yevamot 4:6;Mishnah Yevamot 4:8;Mishnah Yevamot 4:8;Mishnah Yevamot 4:10;Mishnah Yevamot 4:11;Mishnah Yevamot 4:11;Mishnah Yevamot 4:11;Mishnah Yevamot 4:11;Mishnah Yevamot 7:4;Mishnah Yevamot 9:1;Mishnah Yevamot 9:1;Mishnah Yevamot 9:2;Mishnah Yevamot 9:2;Mishnah Yevamot 9:3;Mishnah Yevamot 9:3;Mishnah Yevamot 9:4;Mishnah Yevamot 9:4;Mishnah Yevamot 9:4;Mishnah Yevamot 10:1;Mishnah Yevamot 10:3;Mishnah Yevamot 10:5;Mishnah Yevamot 10:6;Mishnah Yevamot 10:8;Mishnah Yevamot 10:8;Mishnah Yevamot 10:9;Mishnah Yevamot 10:9;Mishnah Yevamot 10:9;Mishnah Yevamot 11:2;Mishnah Yevamot 11:3;Mishnah Yevamot 11:4;Mishnah Yevamot 11:4;Mishnah Yevamot 11:6;Mishnah Yevamot 11:6;Mishnah Yevamot 11:6;Mishnah Yevamot 13:7;Mishnah Yevamot 13:12;Mishnah Yevamot 14:3;Mishnah Yevamot 14:7;Mishnah Yevamot 14:8;Mishnah Yevamot 15:1;Mishnah Yevamot 15:8;Mishnah Yevamot 15:9;Mishnah Yevamot 15:10;Mishnah Yevamot 16:1;Mishnah Yevamot 16:2;Mishnah Yevamot 6:4;Mishnah Yevamot 6:4;Mishnah Yevamot 8:4;Mishnah Yevamot 8:5;Mishnah Yevamot 8:5;Mishnah Yevamot 11:2;Mishnah Yevamot 11:3;Mishnah Yevamot 11:3;Mishnah Yevamot 11:3;Mishnah Yevamot 11:3;Mishnah Yevamot 11:4;Mishnah Yevamot 11:4;Mishnah Yevamot 11:4;Mishnah Yevamot 11:4;Mishnah Yevamot 11:6;Mishnah Yevamot 11:6;Mishnah Yevamot 11:6;Mishnah Yevamot 11:6;Mishnah Moed Katan 1:7;Mishnah Beitzah 5:2;Mishnah Niddah 5:3;Mishnah Niddah 5:3;Mishnah Niddah 5:3;Mishnah Niddah 5:9;Mishnah Niddah 5:9;Mishnah Niddah 6:1;Mishnah Niddah 6:1;Mishnah Niddah 6:1;Mishnah Niddah 6:11
yidoni,False,Mishnah Sanhedrin 7:4;Mishnah Sanhedrin 7:7
yisraelim,False,Mishnah Middot 5:1
yom kippur,False,Mishnah Chullin 5:3
zadad yehaz,False,Mishnah Menachot 11:4
zagim,False,Mishnah Nazir 6:2;Mishnah Nazir 6:2;Mishnah Nazir 6:2;Mishnah Nazir 6:2
zaken mamre,False,Mishnah Sanhedrin 11:1;Mishnah Sanhedrin 11:2
zar,True,
zarim,False,Mishnah Zevachim 3:1
zarut,False,Mishnah Zevachim 14:3
zav,True,
zava,True,
zavah,True,
zavim,True,
zavin,False,Mishnah Shekalim 2:5
zavot,True,
zavut,False,Mishnah Zavim 1:2;Mishnah Zavim 2:2
zayins,False,Mishnah Shabbat 12:5
zicharon,False,Mishnah Rosh Hashanah 4:6
zichronot,False,Mishnah Rosh Hashanah 4:5;Mishnah Rosh Hashanah 4:5;Mishnah Rosh Hashanah 4:6
ziff,False,Mishnah Makhshirin 5:9
zikah,False,Mishnah Niddah 5:3
zimmun,False,Mishnah Challah 1:8;Mishnah Challah 1:8
zivah,False,Mishnah Kinnim 1:5;Mishnah Kinnim 1:5;Mishnah Kinnim 1:5;Mishnah Kinnim 1:5;Mishnah Kinnim 1:5;Mishnah Kinnim 1:5;Mishnah Niddah 4:4;Mishnah Niddah 4:6;Mishnah Niddah 4:6;Mishnah Zavim 1:3;Mishnah Zavim 1:4;Mishnah Zavim 2:1;Mishnah Zavim 2:2;Mishnah Zavim 2:2;Mishnah Zavim 2:3;Mishnah Zavim 2:3
zomalistra,False,Mishnah Kelim 13:2
zomemin,False,Mishnah Makkot 1:1;Mishnah Makkot 1:2;Mishnah Makkot 1:3;Mishnah Makkot 1:3;Mishnah Makkot 1:3;Mishnah Makkot 1:4;Mishnah Makkot 1:4;Mishnah Makkot 1:4;Mishnah Makkot 1:5;Mishnah Makkot 1:5;Mishnah Makkot 1:6;Mishnah Makkot 1:7;Mishnah Makkot 1:7;Mishnah Makkot 1:7;Mishnah Makkot 1:7;Mishnah Makkot 1:7;Mishnah Makkot 1:9
zonah,False,Mishnah Yevamot 6:5;Mishnah Yevamot 6:5
zov,False,Mishnah Niddah 4:3;Mishnah Niddah 4:4;Mishnah Niddah 4:7;Mishnah Zavim 1:1
zug,True,
zugot,True,
zuz,True,
zuzim,False,Mishnah Bava Batra 10:2;Mishnah Bava Batra 10:2
‏terefah‎,False,Mishnah Pesachim 6:6
