citing_ref,non_segment_ref,num_segments,num_dicta_candidates,candidate_ref,citation_is_section_level,dicta_score,phrase_distance,candidate_text_words,confirm_method,confirmed
Yad Ramah on Bava Batra 127b:3,Kiddushin 78b,14,5,Kiddushin 78b:9,True,25.0,2,40,high_score,yes
"Notes by Rabbi Yehoshua Hartman on Derush al HaTorah, Introduction 2:34",Yevamot 61a,13,1,Yevamot 61a:1,True,4.0,235,19,llm,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Bava Kamma 42b,20,1,Bava Kamma 42b:7,True,11.0,2,43,high_score,yes
Tosefta Kifshutah on Shabbat 12:17:8,Shabbat 114b,8,2,Shabbat 114b:4,True,7.0,1,15,llm,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Bava Kamma 39a,14,1,Bava Kamma 39a:13,True,5.0,1,26,llm,yes
Harchev Davar on Genesis 2:25,Berakhot 34b,32,2,Berakhot 34b:30,True,5.0,12,8,llm,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Sukkah 40b,12,1,Sukkah 40b:5,True,8.0,2,55,high_score,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Eruvin 103a,22,1,Eruvin 103a:8,True,6.0,329,19,llm,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Shabbat 62b,23,1,Shabbat 62b:11,True,4.0,27,23,llm,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Eruvin 48a,25,1,Eruvin 48a:1,True,5.0,155,10,llm,yes
"Torah Temimah on Torah, Numbers 10:2:4",Menachot 28a,19,12,Menachot 28a:18,True,4.0,186,24,llm,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Taanit 13a,13,2,Taanit 13a:11,True,6.0,327,41,llm,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Sanhedrin 17b,11,5,Sanhedrin 17b:7,True,6.0,201,23,llm,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Sanhedrin 30b,26,1,Sanhedrin 30b:3,True,4.0,15,30,llm,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Berakhot 10b,41,8,Berakhot 10b:30,True,9.0,14,47,high_score,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Berakhot 22b,19,6,Berakhot 22b:7,True,15.0,220,52,llm,yes
"Covenant and Conversation; Hebrew Edition, Vaera, 2 7",Berakhot 5b,27,1,Berakhot 5b:13,True,6.0,7,7,llm,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Ketubot 50a,15,4,Ketubot 50a:11,True,4.0,379,51,llm,yes
Noam Yerushalmi on Nedarim 1:3:8:3,Jerusalem Talmud Shevuot 1:4,6,1,Jerusalem Talmud Shevuot 1:4:6,True,9.0,2,62,high_score,yes
Noam Yerushalmi on Nedarim 1:3:8:3,Jerusalem Talmud Yoma 5:1,9,3,Jerusalem Talmud Yoma 5:1:3,True,30.0,2,196,high_score,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Tosafot on Nazir,1327,3,Tosafot on Nazir 42a:4:2,False,6.0,147,23,llm,yes
"Seder HaDorot, Tanaim and Amoraim 1944:2",Berakhot 17b:12-26a:10,340,2,Berakhot 26a:4,False,4.0,11,30,llm,yes
Sforno on Deuteronomy 23:20:1,Rosh Hashanah 6a,19,1,Rosh Hashanah 6a:15,True,2.1,2,28,llm,yes
Binyan Yehoshua on Avot D'Rabbi Natan 29:4:3,Zevachim 102a,24,1,Zevachim 102a:12,True,18.0,15,20,high_score,yes
Binyan Yehoshua on Avot D'Rabbi Natan 3:1:5,Berakhot 50,39,3,Berakhot 50b:9,True,4.0,52,27,llm,yes
Noam Yerushalmi on Shabbat 1:1:16:8,Jerusalem Talmud Shabbat 11:2,5,2,Jerusalem Talmud Shabbat 11:2:2,True,16.0,2,111,high_score,yes
"Sha'ar HaKavanot, Sermons on Rosh Hashanah 6:2:13",Song of Songs,117,1,Song of Songs 1:1,False,1.7,10,4,llm,no
Bartenura on Mishnah Menachot 6:1:5,Leviticus 6,23,2,Leviticus 6:16,True,5.0,52,7,llm,yes
Binyan Yehoshua on Avot D'Rabbi Natan 29:4:3,Menachot 98,44,3,Menachot 98a:11,True,17.0,1,22,high_score,yes
Noam Yerushalmi on Shabbat 1:1:16:8,Jerusalem Talmud Eruvin 6:7,5,1,Jerusalem Talmud Eruvin 6:7:2,True,6.0,84,157,llm,yes
Noam Yerushalmi on Nedarim 1:3:8:3,Shevuot 11,22,6,Shevuot 11a:8,True,6.0,2,22,llm,yes
"Leket Yosher, Volume II (Yoreh De'ah) 76:1",Kiddushin,2406,1,Kiddushin 4a:6,False,4.0,191,32,llm,no
"Torah Temimah on Torah, Genesis 49:8:3",Tosafot on Gittin 55b,5,3,Tosafot on Gittin 55b:9:1,False,13.0,47,62,high_score,yes
"Toldot Yaakov Yosef, Korach 6",Shabbat 31a,13,3,Shabbat 31a:6,True,2.1,3,47,llm,yes
Tosafot on Bava Metzia 66a:6:1,Gittin 72b,20,5,Gittin 72b:16,True,11.0,33,17,high_score,yes
Reshimot Shiurim on Kiddushin 9b:113,Bava Metzia 12a,15,4,Bava Metzia 12a:1,True,4.0,563,26,llm,yes
Noam Yerushalmi on Shabbat 1:1:16:8,Jerusalem Talmud Shabbat 11,28,3,Jerusalem Talmud Shabbat 11:1:4,False,11.0,307,55,llm,yes
Reshimot Shiurim on Kiddushin 9b:113,Bava Metzia 19a,19,6,Bava Metzia 19a:12,True,4.0,283,30,llm,yes
"Mechokekei Yehudah; Karnei Ohr, Exodus 15:32:1",Jerusalem Talmud Berakhot 4:5,9,5,Jerusalem Talmud Berakhot 4:5:7,True,15.0,2,53,high_score,yes
"Torah Temimah on Torah, Genesis 49:8:3",Sotah 13a,17,1,Sotah 13a:10,True,4.0,40,58,llm,yes
Chayei Moharan 545:1,Psalms 69,37,2,Psalms 69:4,True,7.0,55,8,llm,yes
"Torah Temimah on Torah, Genesis 49:8:3",Sotah 13a,17,1,Sotah 13a:10,True,4.0,192,58,llm,yes
Rashi on Leviticus 7:12:2,Menachot 77a,12,4,Menachot 77a:1,True,4.0,67,24,llm,yes
Noam Yerushalmi on Shabbat 1:1:16:8,Shabbat 4,24,16,Shabbat 4b:1,True,5.0,7,43,llm,yes
"Torah Temimah on Torah, Exodus 12:43:2",Pesachim 96a,25,2,Pesachim 96a:11,True,12.0,118,17,llm,yes
Notes by Rabbi Yehoshua Hartman on Gevurot Hashem 3:50,Chullin 58b,17,3,Chullin 58b:4,True,4.0,111,35,llm,yes
Notes by Rabbi Yehoshua Hartman on Gevurot Hashem 3:50,Chullin 58b,17,2,Chullin 58b:4,True,4.0,310,35,llm,yes
Tosafot on Bava Metzia 66a:6:1,Gittin 75b,20,6,Gittin 75b:3,True,9.0,89,15,llm,yes
"Torah Temimah on Torah, Leviticus 26:10:1",Bava Batra 91b,18,3,Bava Batra 91b:16,True,25.0,468,31,llm,yes
"Shomer Emunim, Second Dialogue 118",Tikkunei Zohar,3364,3,Tikkunei Zohar 3b:10,False,15.0,76,24,llm,yes
"Tzafnat Pa'neach on Torah, Numbers 35:17:1",Bava Kamma 90b,24,1,Bava Kamma 90b:14,True,5.0,92,29,llm,yes
"Drisha, Choshen Mishpat 243:26:1",Bava Metzia 10a,19,2,Bava Metzia 10a:14,True,15.0,9,40,high_score,yes
Matnot Kehunah on Shir HaShirim Rabbah 2:6:1:4,Song of Songs,117,4,Song of Songs 2:6,False,2.5,20,5,llm,no
"Minchat Shai on Torah, Numbers 6:5:2",Kiddushin 41a:3-58b:11,471,10,Kiddushin 57b:7,False,5.0,94,22,llm,yes
"Drisha, Choshen Mishpat 243:26:1",Bava Metzia 12,38,2,Bava Metzia 12a:3,True,7.0,437,18,llm,yes
"Drisha, Choshen Mishpat 243:26:1",Bava Metzia 12,38,6,Bava Metzia 12a:4,True,9.0,1,53,high_score,yes
"Torah Temimah on Torah, Genesis 31:38:1",Ezekiel 17,24,1,Ezekiel 17:13,True,1.4,2,12,llm,yes
Reshimot Shiurim on Bava Kamma 11b:5,Bava Metzia 36a,17,4,Bava Metzia 36a:10,True,6.0,20,33,llm,no
"Peninei Halakhah, Zemanim 1:15:4",Moed Katan 16b,29,1,Moed Katan 16b:21,True,4.0,10,27,llm,yes
Metzudat Zion on Isaiah 6:4:2,Ezekiel 40,49,7,Ezekiel 40:6,True,1.3,2,20,auto_approved,yes
"Zohar, Pinchas 69:404",Psalms 51,21,1,Psalms 51:17,True,6.0,39,6,llm,yes
"Maggid Mishneh on Mishneh Torah, Sabbath 10:25:1",Shabbat 107,19,4,Shabbat 107a:3,True,21.0,47,97,high_score,yes
"Zohar, Pinchas 69:404",Numbers 7,89,2,Numbers 7:89,True,2.1,55,21,llm,yes
Reshimot Shiurim on Yevamot 35b:26,Yevamot 41b,19,2,Yevamot 41b:2,True,15.0,23,19,high_score,yes
"Chatam Sofer on Torah, Terumah 24",Pesachim 109b,6,2,Pesachim 109b:2,True,2.1,2,25,llm,yes
"Beur HaGra on Shulchan Arukh, Choshen Mishpat 163:66",Bava Batra 21b,12,1,Bava Batra 21b:10,True,2.4,22,32,llm,no
Ran on Shabbat 31a:2,Shabbat 69b,10,4,Shabbat 69b:8,True,8.0,37,45,high_score,yes
"Bach, Choshen Mishpat 350:16:1",Ketubot 34,20,1,Ketubot 34b:4,True,2.1,299,40,llm,yes
"Bach, Choshen Mishpat 350:16:1",Ketubot 35,14,6,Ketubot 35a:3,True,9.0,9,50,high_score,yes
Nimukei Yosef on Bava Batra 62a:5,Bava Batra 151b,12,1,Bava Batra 151b:9,True,4.0,545,26,llm,yes
Minchat Shai on Joshua 2:14:2,Deuteronomy 16:18-21:9,97,2,Deuteronomy 20:12,False,7.0,2,8,llm,yes
Ohr LaYesharim on Jerusalem Talmud Chagigah 3:1:7,Chagigah 23a,16,3,Chagigah 23a:6,True,4.0,98,15,llm,yes
Chanukat HaTorah 183:1,Berakhot 5,51,4,Berakhot 5a:19,True,7.0,110,51,llm,yes
"Notes by Rabbi Yehoshua Hartman on Be'er HaGolah, Well 6 17:48",Gittin 56b,18,1,Gittin 56b:13,True,8.0,8,59,high_score,yes
Rif Ketubot 58b:6,Arakhin 22a,27,4,Arakhin 22a:27,True,6.0,44,11,llm,yes
Tosafot on Keritot 24a:5:1,Sanhedrin 15a,15,2,Sanhedrin 15a:15,True,5.0,92,31,llm,yes
"Torat HaOlah, Part Two 28:3",Menachot 63a,17,5,Menachot 63a:1,True,27.0,2,44,high_score,yes
"Even Ha'azel on Mishneh Torah, Ownerless Property and Gifts 8:12:1",Bava Metzia 19b,18,7,Bava Metzia 19b:12,True,8.0,646,44,llm,yes
"Introductions to Amoraic Literature, Part I (Introductions to Tractates of the Babli), Bekhorot 92",Chullin 48b,13,15,Chullin 48b:4,True,4.0,38,35,llm,yes
Malbim on Ezekiel 27:12:1,I Kings,817,1,I Kings 9:9,False,1.5,380,29,llm,no
Notes by Rabbi Yehoshua Hartman on Ohr Chadash 8:15:1,Shabbat 113a,14,1,Shabbat 113a:14,True,5.0,135,42,llm,yes
Ohr LaYesharim on Jerusalem Talmud Chagigah 3:1:7,Chagigah 22b-23a,36,12,Chagigah 22b:20,True,18.0,268,33,llm,yes
Notes by Rabbi Yehoshua Hartman on Ohr Chadash 8:15:1,Berakhot 60b,13,1,Berakhot 60b:5,True,2.2,176,94,llm,yes
"Zohar, Pinchas 69:409",Ecclesiastes 4,17,7,Ecclesiastes 4:1,True,9.0,2,20,high_score,yes
Chiddushei Ramban on Shabbat 84b:4,Gittin 61b,13,2,Gittin 61b:4,True,2.4,119,12,llm,yes
"Zohar, Pinchas 69:409",Genesis 1,31,4,Genesis 1:14,True,4.0,86,16,llm,yes
"Drisha, Orach Chayim 524:1:1",Sefer Mitzvot Katan,776,2,Sefer Mitzvot Katan 194:5,False,9.0,16,484,high_score,yes
"Drisha, Orach Chayim 524:1:1",Sefer Mitzvot Katan,776,2,Sefer Mitzvot Katan 194:5,False,9.0,1,484,high_score,yes
"Mishneh LaMelech on Mishneh Torah, Those Who Defile Bed or Seat 11:11:1",Jerusalem Talmud Chagigah,149,1,Jerusalem Talmud Chagigah 3:8:5,False,11.0,9,236,high_score,yes
Ramban on Genesis 24:32:1,Bereshit Rabbah,1037,12,Bereshit Rabbah 60:8,False,24.0,68,326,llm,yes
"Zohar, Mishpatim 3:212",Jeremiah 33,26,1,Jeremiah 33:13,True,5.0,37,20,llm,yes
"Bach, Yoreh De'ah 219:2:1",Nedarim 4,22,4,Nedarim 4b:5,True,4.0,182,26,llm,yes
Ibn Ezra on Amos 5:25:1,Jeremiah,1364,17,Jeremiah 7:22,False,11.0,10,17,high_score,yes
"Mishneh LaMelech on Mishneh Torah, Those Who Defile Bed or Seat 11:11:1",Chagigah 20b:7-27a:9,170,1,Chagigah 26b:1,False,2.3,48,3,llm,yes
"Even Ha'azel on Mishneh Torah, Sacrifices Rendered Unfit 18:20:1",Pesachim 88,42,1,Pesachim 88b:17,True,10.0,13,23,high_score,yes
"Reshit Chokhmah, Gate of Love 2:21",Pesachim 50b,12,4,Pesachim 50b:5,True,11.0,22,45,high_score,yes
Ibn Ezra on Amos 5:25:1,Leviticus 16:1-18:30,80,2,Leviticus 16:34,False,5.0,22,16,llm,yes
"Toldot Yaakov Yosef, Vayera 10",Berakhot 32b,31,3,Berakhot 32b:11,True,6.0,34,13,llm,yes
"Mishneh LaMelech on Mishneh Torah, Those Who Defile Bed or Seat 11:11:1",Yoma 21,24,6,Yoma 21b:1,True,4.0,104,36,llm,yes
"Peninei Halakhah, Kashrut 19:4:4",Temurah 21,37,1,Temurah 21b:3,True,4.0,350,37,llm,yes
"HaMiddot leCheker haHalakhah, Part II, Method XVI 23:9",Beitzah 39a,16,2,Beitzah 39a:1,True,4.0,436,20,llm,no
Shoel uMeshiv Mahadura IV 1:38:29,Menachot 5,42,1,Menachot 5b:8,True,11.0,22,26,high_score,yes
Rif Ketubot 62b:2,Ketubot 106b,15,1,Ketubot 106b:15,True,4.0,6,7,llm,yes
"Birkat Asher on Torah, Numbers 16:29:5",Sanhedrin 110a,17,6,Sanhedrin 110a:14,True,9.0,500,32,llm,yes
"HaMiddot leCheker haHalakhah, Part II, Method XVI 23:9",Nedarim 59a,8,2,Nedarim 59a:7,True,2.2,90,30,llm,yes
"Mishnat Eretz Yisrael on Mishnah Eduyot, Introduction 6",Mishnah Eduyot,74,3,Mishnah Eduyot 5:6,False,2.1,100,149,llm,no
Shoel uMeshiv Mahadura IV 1:38:29,Chullin 21,21,2,Chullin 21a:2,True,4.0,13,36,llm,yes
"HaMiddot leCheker haHalakhah, Part II, Method XVI 23:9",Nedarim 59a,8,5,Nedarim 59a:7,True,5.0,21,30,llm,yes
"Even Ha'azel on Mishneh Torah, Sacrifices Rendered Unfit 18:20:1",Zevachim 78,19,2,Zevachim 78a:5,True,16.0,105,20,llm,yes
"Penei David, Genesis, Toldot 3:2",Yoma 82,16,3,Yoma 82b:2,True,6.0,6,28,llm,yes
Chidushei Agadot on Bava Metzia 84a:4,Tosafot on Pesachim 99b:1-121b:3,203,1,Tosafot on Pesachim 110a:14:1,True,8.0,10,52,high_score,yes
Ahavat David 14:49,Rosh on Shabbat 1,48,1,Rosh on Shabbat 1:34:2,False,5.0,312,617,llm,yes
Ahavat David 14:49,Rosh on Shabbat 1,48,2,Rosh on Shabbat 1:34:2,False,41.0,395,617,llm,yes
Shoel uMeshiv Mahadura IV 1:38:29,Temurah 31,35,2,Temurah 31a:4,True,6.0,209,37,llm,yes
"Teshuvot Maharam, Prague Edition 864:1",Berakhot 28b,24,2,Berakhot 28b:10,True,6.0,22,31,llm,yes
"Teshuvot Maharam, Prague Edition 864:1",Yevamot 42a,27,1,Yevamot 42a:22,True,4.0,3,22,llm,yes
"Zohar, Vayetzei 28:286",Job 38,41,1,Job 38:17,True,7.0,28,6,llm,yes
"Shorshei HaYam on Mishneh Torah, Creditor and Debtor 2:6:1",Rashi on Ketubot 19a,15,3,Rashi on Ketubot 19a:11:1,False,12.0,10,24,high_score,yes
"Teshuvot Maharam, Prague Edition 864:1",Yevamot 37a,18,1,Yevamot 37a:3,True,6.0,220,33,llm,yes
Melekhet Shelomoh on Mishnah Shabbat 1:4:7,Mishnah Eduyot,74,4,Mishnah Eduyot 1:5,False,7.0,20,57,llm,yes
Chidushei Halachot on Eruvin 28b:1,Mishnah Meilah,38,1,Mishnah Meilah 4:5,False,7.0,13,33,llm,yes
"Teshuvot Maharam, Prague Edition 864:1",Ketubot 60b,15,3,Ketubot 60b:7,True,11.0,172,16,llm,yes
"Hafla'ah ShebaArakhin on Sefer HeArukh, Letter Tzadi 31",Eruvin 63,41,1,Eruvin 63a:12,True,9.0,14,36,high_score,yes
"Shorshei HaYam on Mishneh Torah, Creditor and Debtor 2:6:1",Kiddushin 15,37,2,Kiddushin 15a:8,True,4.0,55,27,llm,yes
"Yekhahen Pe'er on Mishneh Torah, Sacrificial Procedure 18:6:1",Zevachim 112,31,4,Zevachim 112a:12,True,4.0,12,19,llm,no
"Mishnat Eretz Yisrael on Mishnah Keritot, Preface 124",Leviticus 14:1-15:33,90,1,Leviticus 15:5,False,1.2,81,10,llm,no
"Har HaMoriyah on Mishneh Torah, Sacrifices Rendered Unfit 1:5:1",Chullin 30a,16,2,Chullin 30a:1,True,4.0,415,8,llm,yes
"Shorshei HaYam on Mishneh Torah, Creditor and Debtor 2:6:1",Kiddushin 15,37,5,Kiddushin 15a:6,True,8.0,176,24,llm,yes
"Shorshei HaYam on Mishneh Torah, Creditor and Debtor 2:6:1",Tosafot on Bava Batra 139b:7-159b:16,160,2,Tosafot on Bava Batra 147b:3:1,True,6.0,545,786,llm,yes
Ikar Tosafot Yom Tov on Mishnah Sotah 5:2:3,Sotah 27b:3-31a:13,120,3,Sotah 27b:7,False,4.0,2,42,llm,no
"Sefer HaTashbetz, Part IV 1:42:8",Devarim Rabbah 4,11,4,Devarim Rabbah 4:2,True,20.0,136,200,llm,yes
"Sefer HaTashbetz, Part IV 1:42:8",Berakhot 32b,31,1,Berakhot 32b:24,True,2.2,93,28,llm,yes
"Sefer HaTashbetz, Part IV 1:42:8",Eruvin 54b,25,1,Eruvin 54b:2,True,2.9,2,43,llm,yes
"Sefer HaTashbetz, Part IV 1:43:6",Nedarim 20a,14,5,Nedarim 20a:1,True,14.0,14,18,high_score,yes
Nachalat Ya'akov on Tractate Semachot 10:2:1,Berakhot 19,40,2,Berakhot 19a:20,True,8.0,32,24,high_score,yes
Rash MiShantz on Mishnah Kelim 28:3:1,Shabbat 133b,18,1,Shabbat 133b:17,True,10.0,39,21,high_score,yes
"Har HaMoriyah on Mishneh Torah, Sacrifices Rendered Unfit 1:5:1",Kiddushin 41a:3-58b:11,471,2,Kiddushin 43a:6,False,5.0,415,33,llm,no
"Har HaMoriyah on Mishneh Torah, Sacrifices Rendered Unfit 1:5:1",Chullin 30a,16,5,Chullin 30a:12,True,5.0,99,19,llm,yes
Chidushei Chatam Sofer on Chullin 93b:5,Pesachim,3519,6,Pesachim 21b:11,False,2.1,249,22,llm,no
Chidushei Chatam Sofer on Chullin 93b:5,Chullin 102b,14,3,Chullin 102b:13,True,6.0,37,47,llm,yes
Notes by Rabbi Yehoshua Hartman on Derekh Chayim 1:15:14,Bava Metzia 87a,19,2,Bava Metzia 87a:2,True,6.0,4,25,llm,yes
Shoel uMeshiv Mahadura II 1:40:7,Berakhot 53,67,1,Berakhot 53a:31,True,11.0,22,34,high_score,yes
"Beit Yosef, Choshen Mishpat 262:3:1",Bava Metzia 26b,14,6,Bava Metzia 26b:3,True,6.0,61,37,llm,yes
Mefaresh on Tamid 26b:2:1,Yoma 31a,6,1,Yoma 31a:6,True,6.0,35,43,llm,yes
Tosefta Kifshutah on Sotah 11:8:1,Sotah 36a,14,3,Sotah 36a:8,True,4.0,394,12,llm,yes
Shoel uMeshiv Mahadura II 1:40:7,Chullin 9,23,2,Chullin 9a:7,True,4.0,22,21,llm,yes
Malbim on Numbers 5:3:2,Niddah 28,37,11,Niddah 28a:18,True,8.0,6,19,high_score,yes
Mishnah Sheviit 7:1,Mishnah Sheviit,89,10,Mishnah Sheviit 7:1,False,56.0,21,56,high_score,yes
"Commentary on Sefer Hamitzvot of Rasag, Positive Commandments 101:1",Sukkah 47a,12,3,Sukkah 47a:11,True,9.0,37,22,high_score,yes
Ritva on Megillah 5a:7,Mishnah Shekalim,52,1,Mishnah Shekalim 1:1,False,4.0,5,33,llm,no
"Divrei Yirmiyahu on Mishneh Torah, Tefillin, Mezuzah and the Torah Scroll 6:1:1",Numbers 4:21-7:89,176,2,Numbers 4:26,False,2.2,33,20,llm,yes
"Divrei Yirmiyahu on Mishneh Torah, Tefillin, Mezuzah and the Torah Scroll 6:1:1",Eruvin 2b,16,2,Eruvin 2b:3,True,6.0,17,9,llm,yes
Rashba on Yevamot 10a:1,Yevamot 44a,23,5,Yevamot 44a:22,True,6.0,91,27,llm,yes
Shoel uMeshiv Mahadura II 1:40:7,Bava Batra 93,27,3,Bava Batra 93a:9,True,12.0,308,29,llm,yes
Pesikta Rabbati 33:1,Psalms 71,24,1,Psalms 71:20,True,11.0,3,19,high_score,yes
"Commentary on Sefer Hamitzvot of Rasag, Positive Commandments 101:1",Menachot 44b,14,2,Menachot 44b:12,True,4.0,65,33,llm,yes
"Chafetz Chaim on Sifra, Tzav, Chapter 18 3:4",Zevachim 115b,18,4,Zevachim 115b:17,True,10.0,37,13,high_score,yes
"Chizkuni, Deuteronomy 1:1:5",Deuteronomy 7:12-11:25,111,3,Deuteronomy 8:2,False,6.0,1,20,llm,yes
Shoel uMeshiv Mahadura II 1:40:7,Niddah 18,30,2,Niddah 18a:14,True,4.0,5,5,llm,yes
Mishnat Eretz Yisrael on Mishnah Ketubot 2:8:5,Eruvin 81b,21,6,Eruvin 81b:17,True,18.0,143,30,llm,yes
"Chizkuni, Deuteronomy 1:1:5",Ezekiel,1273,3,Ezekiel 29:13,False,1.4,44,13,llm,no
"Commentary on Sefer Hamitzvot of Rasag, Positive Commandments 101:1",Nazir 14b,10,8,Nazir 14b:10,True,16.0,138,40,llm,yes
The Midrash of Philo 17:3:8,Jerusalem Talmud Bikkurim 1:4,5,1,Jerusalem Talmud Bikkurim 1:4:5,True,5.0,23,42,llm,yes
Reshimot Shiurim on Sukkah 31b:5,Sanhedrin 88b,19,6,Sanhedrin 88b:17,True,6.0,127,25,llm,yes
"Chafetz Chaim on Sifra, Tzav, Chapter 18 3:4",Leviticus,859,86,Leviticus 1:1,False,1.2,110,8,llm,no
"Chokhmat Shlomo on Shulchan Arukh, Orach Chayim 551:1",Taanit 30,28,2,Taanit 30a:2,True,4.0,5,32,llm,yes
Beur HaRadal on Pirkei DeRabbi Eliezer 36:30,Pirkei DeRabbi Eliezer 16,16,1,Pirkei DeRabbi Eliezer 16:15,True,5.0,2,115,llm,yes
Korban Netanel on Yevamot 12:2,Halakhot Gedolot,843,1,Halakhot Gedolot 29:9,False,7.0,12,1380,llm,yes
The Midrash of Philo 17:3:8,Berakhot 13a,37,3,Berakhot 13a:5,True,4.0,44,10,llm,yes
Mishnat Eretz Yisrael on Mishnah Makkot 3:2:12,Makkot 17a,18,5,Makkot 17a:4,True,6.0,34,33,llm,yes
Mareh HaPanim on Jerusalem Talmud Niddah 3:2:2:1,Niddah 22b,24,8,Niddah 22b:9,True,4.0,76,34,llm,yes
Tziyyun LeNefesh Chayyah on Menachot 45b:9,Menachot 74b,13,6,Menachot 74b:3,True,15.0,12,35,high_score,yes
Chullin 85a:18,Chullin 83b:3-89b:2,181,26,Chullin 85a:18,False,30.0,28,30,high_score,yes
"Commentary on Sefer Hamitzvot of Rasag, Positive Commandments 34:42",Sukkah 28b,10,1,Sukkah 28b:1,True,7.0,245,33,llm,no
"Commentary on Sefer Hamitzvot of Rasag, Positive Commandments 34:42",Kiddushin 34a,11,2,Kiddushin 34a:6,True,4.0,68,39,llm,no
"Sources and References on Torah Ohr, Beshalach 61:46",Megillah 29a,20,1,Megillah 29a:4,True,4.0,32,69,llm,yes
Teshuvot Maharsham Volume I 84:10,Jerusalem Talmud Shabbat 5:4,8,1,Jerusalem Talmud Shabbat 5:4:2,True,6.0,1,137,llm,yes
"Noda BiYehudah I, Choshen Mishpat 10:13",Bava Kamma 112b,19,3,Bava Kamma 112b:8,True,7.0,1,48,llm,yes
"Commentary on Sefer Hamitzvot of Rasag, Positive Commandments 34:42",Yoma 81a,22,4,Yoma 81a:8,True,11.0,32,30,high_score,yes
Jerusalem Talmud Gittin 6:2:2,Jerusalem Talmud Gittin 6:2,5,2,Jerusalem Talmud Gittin 6:2:2,True,28.0,7,28,high_score,yes
Teshuvot Maharsham Volume I 84:10,Shabbat 53a,15,2,Shabbat 53a:3,True,4.0,2,44,llm,yes
"Zohar, Tzav 9:68",Numbers 19,22,1,Numbers 19:14,True,1.9,61,12,llm,yes
"Commentary on Sefer Hamitzvot of Rasag, Positive Commandments 34:42",Yoma 81b,11,3,Yoma 81b:3,True,4.0,2,46,llm,yes
Mishnat Eretz Yisrael on Mishnah Temurah 5:1:4,Tosefta Bekhorot,43,1,Tosefta Bekhorot 3:2,False,15.0,16,36,high_score,yes
Tziyyun LeNefesh Chayyah on Menachot 45b:9,Menachot 46b,26,8,Menachot 46b:12,True,2.2,40,14,llm,yes
"Ohr Sameach on Mishneh Torah, Theft 2:11:1",Chullin 30,32,1,Chullin 30a:9,True,7.0,15,20,llm,no
"Beit Yosef, Even HaEzer 56:8:1",Kiddushin 41a,12,7,Kiddushin 41a:8,True,13.0,11,38,high_score,yes
"Commentary on Sefer Hamitzvot of Rasag, Positive Commandments 105:9",Rashi on Temurah 18b,29,1,Rashi on Temurah 18b:7:1,False,5.0,20,19,llm,yes
"Commentary on Sefer Hamitzvot of Rasag, Positive Commandments 105:9",Temurah 18b,20,2,Temurah 18b:7,True,9.0,471,27,llm,yes
"Ohr Sameach on Mishneh Torah, Theft 2:11:1",Nedarim 29,14,1,Nedarim 29a:3,True,7.0,37,34,llm,yes
"Commentary on Sefer Hamitzvot of Rasag, Positive Commandments 105:9",Rosh Hashanah 6b,18,8,Rosh Hashanah 6b:3,True,11.0,11,32,high_score,yes
"Ohr Sameach on Mishneh Torah, Theft 2:11:1",Jerusalem Talmud Kiddushin 3:1:1-13:4,71,2,Jerusalem Talmud Kiddushin 3:1:6,False,12.0,16,129,high_score,yes
"Beit Yosef, Even HaEzer 56:8:1",Ketubot 57b,16,6,Ketubot 57b:6,True,27.0,219,31,llm,yes
"Commentary on Sefer Hamitzvot of Rasag, Positive Commandments 105:9",Jerusalem Talmud Rosh Hashanah 1:1,16,4,Jerusalem Talmud Rosh Hashanah 1:1:8,True,4.0,468,189,llm,yes
Rashi on Sukkah 56b:7:2,Bava Batra 39a,8,2,Bava Batra 39a:4,True,4.0,46,47,llm,yes
"Commentary on Sefer Hamitzvot of Rasag, Positive Commandments 105:9",Rosh Hashanah 6a,19,3,Rosh Hashanah 6a:14,True,4.0,36,17,llm,yes
"Notes by Rabbi Yehoshua Hartman on Netivot Olam, Netiv Hatorah 3:12",Shabbat 147b,17,1,Shabbat 147b:10,True,4.0,54,11,llm,yes
"Ketonet Pasim, Bechukotai 4",Eruvin 96a,14,1,Eruvin 96a:8,True,2.9,255,45,llm,yes
"Notes by Rabbi Yehoshua Hartman on Netivot Olam, Netiv Hatorah 3:12",Shabbat 143b:1-148a:4,119,1,Shabbat 147b:10,False,4.0,44,11,llm,yes
Tosafot on Zevachim 78b:6:1,Shabbat 77a,7,2,Shabbat 77a:1,True,11.0,6,34,high_score,yes
